id ,name,reviews.text,reviews.title
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",The tablet is very light and streams well. I only use it to stream movies and it's much ligher then an iPad so makes mobility that much better.,Great product
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Like how I was able to buy a version with more memory. Love this works great.,Great
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","This is a excellent low cost tablet. bundled with Amazon ecosystem. Low cost. responsive. I use it for light web browsing and making orders on Amazon. Also easy to stream video using amazon video prime, Netflix Hulu, and HBO Now.Easy Access to all my Kindle Books and more memory than the 8GB version",Excellent low cost tablet
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",This has been a great purchase. It fits all my tablet and e-reader needs.,I love this Kindle
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","This was a birthday present for my sister, and she had no trouble getting it set up for use. I was happy to find one with 16GB, not an inadequate 8GB. My other purpose in buying it was to test (on a cheap machine, just in case!) a procedure for installing Google's Play Store. That was a success, and I got a Fire HD 10 for myself.",a decent cheap tablet and e-reader
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",First got the fire stick so the tablet was a great addition.,Great
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",For a cheap starter tablet it's fine. Bought it to replace a cheaper kids tablet and it'll do for that.,Just as advertised
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","I wanted to upgrade my Kindle Fire - First Edition. This one is really nice. Graphics are superb as is the speed in loading. I don't know, yet, what else it can do as I haven't explored it thoroughly. It's like a mini lap top and has a camera that takes very clear pictures and has wireless connection to the internet.",Great Kindle Fire
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Was looking for something small I could use to get on the Internet and check emails and this is prefect for that,Gets the job done
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon - Fire 7 Tablet 16GB has been easy for me to learn how to use. I like that I can read free books from the library. It has everything I wanted and is a nice size for holding.,Great tablet for a beginner.
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","This is the second Amazon Fire 7 tablet I have purchased, this time in a color other than black. This, like the first, has met all my expectations.",A great 7 inch tablet at a great price
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Too many advertising and too many pages to sort through.,My readER and gamer
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Would have gotten 5 stars but the screen is to light when put on dark screen for reading. All the adds make it feel cluttered but that might just be me. Over all for price it is a nice ereader.,Great intro tablet
4,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","Good tablet for my daughter! She loves it ,but she gets annoyed how the battery runs out quickly!",Great!
