id ,name,reviews.text,reviews.title
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Its a nice little set up but it's slow. I wish I would have investigated them a little more before just jumping in.,I like it but....
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",As long as apps are downloaded before leaving WIFI they work great for road trips or hunting trips!,Great for road trips!
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Was a gift for our 8 year old daughter. Great for kids,Great for kids
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",my grandkids love it. This is the 3 one we bought.,kids love it
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Great case ok tablet no Android play store. Weak micro usb port. It's isn't an straight out the box tablet. Had to install Android play store on it. And as far as the charging port goes I'm on my 3rd one but best buy are the best with their return policy...,Tablet not for kids
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Grandson became board with what it offers. Plug wears out fast,Good for young kids
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",This product wouldn't turn on nor charge and then store couldn't locate another one for me.,Product Issues
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Grand daughter is two years old and watches her older brother and sister use their iPads. So we got her the Amazon Fire Kids Addition and she loves it. She has a great time with learning numbers and the alphabet.,Great iPad for beginner
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Perfect for educational games. The protective case sold me.,Great tablet for toddler
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","Tablet is easy to use, however only allows 48 hours of offline viewing when movies are downloaded, then must be reset online again. This is an inconvenience. Other than that one issue, I am very satisfied with the tablet.",good tablet for a young child
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",My son loves this product and uses it all the time.,My son loves it
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","My 3 1/2 year old grandson son LOVES this ""big game"" as he calls it.",Great tablet for a toddler
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","Bought this for my Granddaughter, she absolutely loves it!",Great Tablet for kids
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",My grandbaby loves hers. We gave it as a Christmas present!,Love
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",This tablet has been great. Although I recommend getting a memory card so you have no storage issues!,Great for beginner
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",It was the best Christmas Present for my grandson.,Great Product
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",She has learned how to play games and learning games. Easy to get to her apps and learned how to download. She charges it every night so it can be ready for her when she gets out of school,My Grand daughter enjoys it she is 6
5,"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","The Amazon Kids Fire keeps my grandson captivated with lots of activities. He loves that it's just right for his little hands. He makes sure that everyone in the family knows the Kindle belongs to him by saying, ""It's mine!""",Wonderful buy for my grandson!
