id ,name,reviews.text,reviews.title
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",The best value for the money hands down. Works perfectly.,Amazing
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I purchased it for my daughter and she loves it and the games,Great tablet
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I have bought several Kindle Fire's over the years. I think they are great for streaming movies & videos. You can downloaded movies on the device and use it while off wi-fi.,Kindle Fire
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Decent.......................................................................,Decent
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I actually bought this for a friend. I already have one. She loves to read and I thought this would be perfect for her to download books on. She absolutely loves it for that plus all the other features she can do on her tablet. Such a great buy!,Great Tablet
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Small amd neat. Everything you need on this little device.,Love it
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",It's nice and simple. Easy to carry around. If you have children its not bad when traveling,Good
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","The Fire tablet is such a great value. If money is no consideration, there are better tablets out there, but for the money, this is a great choice, especially if you're a Prime member.",Great value!
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",we bought this amazon tablet because my 3 year received one as a gift for her aunt. My 2 year was using an iPad but kept dropping it. This is great because it's small enough for him to hold and if you buy the case it's completely protected. The only issue we seem to have is that the power cord is really loose when you plug it in to charge so sometimes it does not get charged. That is the only reason I'm giving it 4 stars.,Great tablet for toddlers
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I brought this tablet as a Christmas gift for my 9yr old son. It is the only present that he is still to this day playing with he loves his tablet.,Great tablet
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",This tablet is perfect for my lil brother. He love it,Awesome
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Bought these for my kids and they love it. Love amazon.,Great tablet for kids
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Though it's entry level tablet it's not cheap technology. Amazon ecosystem is very competitive with Google and they're ahead with more rapid product line. Fire tablet is the proof of that. You can also get advantage of Alexa.,I just love the fire tablet
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Purchased 3 of these as Christmas gifts for my grandchildren to play games on. Excellent tablet for the price!,Excellent tablet
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I purchased this for my kids and it works great with time limits.,Great family tablet
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I love my fire tablet so much I have 6 of them. Well worth the $50!,Best $50 tablet
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","This has proven to be one of my most clever purchases ever. It suits my needs perfectly and it""s super easy to add new books that I want.",Hero
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","You can't get a better tablet for the price. Bought it for my kid, and for the price don't have to worry about damage. Can watch videos, play some games. Overall good purchase.",Great Tablet for the Price
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Got it for my daighter and its a great tablet for a starter. Easy to ise and has great graphics .,Great and simple tablet .
3,"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",The tablet is good. It is a little slow but I'm not sure if it's my wifi or the tablet. I like that you can add a memory card :),Decent tablet for the price
